clone_id,treatment,outer_fold,y,pred_W0,pred_W1,pred_W2,pred_W3,pred_W4
L106663,Doxorubicin,3,0,0.2882083795228566,0.13418992647207914,0.0330877527081508,0.03394180943335319,0.07169426275468423
L106663,Trametinib,3,0,0.19191054568686872,0.07541135591620717,0.0330877527081508,0.019445267674010967,0.03823079204772408
L10693,Acid,4,0,0.4785299066468458,0.2968821351175162,0.2504749743274589,0.47350882519290266,0.2593200307286313
L10693,Cisplatin,4,0,0.19815483583226198,0.07943437728876447,0.2504749743274589,0.17834654239539768,0.06424955793901563
L10693,CoCl2,4,0,0.22936006970462597,0.09752696145749848,0.2504749743274589,0.20924448952903013,0.07951243281821202
L10693,Dabrafenib,4,0,0.2240101926936385,0.09431633792632509,0.2504749743274589,0.203893001235883,0.07678440176367303
L10693,Doxorubicin,4,0,0.2891002187573746,0.13642287806611342,0.2504749743274589,0.27046362677878927,0.11325470671830946
L10693,Trametinib,4,0,0.191021945485207,0.07550595825322452,0.2504749743274589,0.17139415419833867,0.06097780057071645
L106934,Acid,3,0,0.47049894201675735,0.28393797583778135,0.39517654205662567,0.643771162339829,0.24793289342030225
L106934,Cisplatin,3,0,0.1901270509498604,0.07579774841898737,0.39517654205662567,0.30017732029075905,0.05965741699817862
L106934,CoCl2,3,0,0.2186598922625351,0.09189062358779186,0.39517654205662567,0.3406992835562875,0.07300315153041355
L106934,Dabrafenib,3,0,0.2186598922625351,0.09189062358779211,0.39517654205662567,0.3406992835562875,0.07300315153041351
L106934,Doxorubicin,3,0,0.2882083795228566,0.13644925330968105,0.39517654205662567,0.4347893498813077,0.11112223583156365
L106934,Trametinib,3,0,0.19191054568686872,0.07676878924958747,0.39517654205662567,0.302741889739012,0.0604541299380125
L106945,Acid,4,1,0.4785299066468458,0.6573648940454944,0.2389378704275034,0.4566039638644753,0.5320655000044828
L106945,Cisplatin,4,0,0.19815483583226198,0.2816494410529963,0.2389378704275034,0.16860474020466718,0.18233158038928493
L106945,CoCl2,4,0,0.22936006970462597,0.329323266737204,0.2389378704275034,0.19822211480084553,0.21907822605202792
L106945,Dabrafenib,4,0,0.2240101926936385,0.32119769591556563,0.2389378704275034,0.19308369354741403,0.21266807576731878
L106945,Doxorubicin,4,0,0.2891002187573746,0.4178608052972801,0.2389378704275034,0.2572655854638021,0.2931830661074268
L106945,Trametinib,4,0,0.191021945485207,0.2706608087932071,0.2389378704275034,0.16195725656963417,0.17416594906388605
L107042,Acid,3,0,0.47049894201675735,0.28393797583778135,0.08190014930638863,0.1823953393655401,0.2091304045835794
L107042,Cisplatin,3,0,0.1901270509498604,0.07579774841898737,0.08190014930638863,0.050286389953135224,0.04842356550752787
L107042,CoCl2,3,0,0.2186598922625351,0.09189062358779186,0.08190014930638863,0.059965232607949774,0.05941500538335449
L107042,Dabrafenib,3,0,0.2186598922625351,0.09189062358779211,0.08190014930638863,0.059965232607949795,0.05941500538335446
L107042,Doxorubicin,3,0,0.2882083795228566,0.13644925330968105,0.08190014930638863,0.08672386118994142,0.0911364978767029
L107042,Trametinib,3,0,0.19191054568686872,0.07676878924958747,0.08190014930638863,0.05087120511227854,0.04907808269984086
L10717,Acid,0,1,0.4736194759800148,0.72664345261072,0.3182849445876076,0.551459512225552,0.8115912962159132
L10717,Cisplatin,0,1,0.18583642087064267,0.33329639546468603,0.3182849445876076,0.21893887839356665,0.4381135556287607
L10717,CoCl2,0,1,0.22867007436383363,0.4070874549117231,0.3182849445876076,0.26996117068166475,0.5186332199728941
L10717,Dabrafenib,0,1,0.24473499838108828,0.4336049576772057,0.3182849445876076,0.28911836990592465,0.5463317602509532
L10717,Doxorubicin,0,1,0.2866788719209133,0.4990956658887694,0.3182849445876076,0.3390863675850864,0.6124297217113245
L10717,Trametinib,0,1,0.20368386704128424,0.3646056737136179,0.3182849445876076,0.2401777640046279,0.4728435382296623
L107403,Acid,0,1,0.4736194759800148,0.49514238329406246,0.258974861888719,0.4758021899637327,0.5239232894287822
L107403,Cisplatin,0,1,0.18583642087064267,0.15572279292250174,0.258974861888719,0.17146254550846282,0.16611174532592698
L107403,CoCl2,0,1,0.22867007436383363,0.2021180226005783,0.258974861888719,0.2144586805473438,0.21584441045215289
L107403,Dabrafenib,0,0,0.24473499838108828,0.22024350207040155,0.258974861888719,0.23092311470209467,0.23527579811252863
L107403,Doxorubicin,0,1,0.2866788719209133,0.26880236833841414,0.258974861888719,0.27472013624438785,0.28759772228112085
L107403,Trametinib,0,1,0.20368386704128424,0.17472268776063238,0.258974861888719,0.18921153636429117,0.18643398095710978
L107467,Acid,4,1,0.4785299066468458,0.8635509370575649,0.33706281530348564,0.5832169424584478,0.8696548082698002
L107467,Cisplatin,4,0,0.19815483583226198,0.5639561733929481,0.33706281530348564,0.25246041663498425,0.5668085552291076
L107467,CoCl2,4,1,0.22936006970462597,0.6182863279860732,0.33706281530348564,0.29164087325835636,0.6220892969954303
L107467,Dabrafenib,4,0,0.2240101926936385,0.6095105194537834,0.33706281530348564,0.28494142375565035,0.6131457195798091
L107467,Doxorubicin,4,1,0.2891002187573746,0.7030714711941972,0.33706281530348564,0.3658147154469862,0.7087864322545168
L107467,Trametinib,4,0,0.191021945485207,0.5503922818690281,0.33706281530348564,0.2434750065709426,0.55307098150376
L107482,Acid,1,0,0.47587273821028014,0.2846492613888907,0.23329234489963527,0.440963862358929,0.24034978493805847
L107482,Cisplatin,1,0,0.19458719593808257,0.07572901961696576,0.23329234489963527,0.1577659632100179,0.056859765996639805
L107482,CoCl2,1,0,0.23560044533301658,0.09909531796825004,0.23329234489963527,0.19536318359990093,0.07548215012154803
