clone_id,treatment,n_naive_cells,naive_pooled_fraction,n_post_cells,post_fraction,post_rank,post_rank_fraction,post_tie_size,detected_post,outcome_observation_status,treatment_sample_available,treatment_total_assigned_cells,naive_source_samples,outer_group,outer_fold
L142069,Doxorubicin,3,0.00046232,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2|Naive3,L142069,0
L142069,Trametinib,3,0.00046232,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2|Naive3,L142069,0
L142131,Acid,2,0.00030821,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1|Naive3,L142131,0
L142131,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive3,L142131,0
L142131,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive3,L142131,0
L142131,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive3,L142131,0
L142131,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive3,L142131,0
L142131,Trametinib,2,0.00030821,1,0.00012359,161,0.11491792,114,True,observed_nonzero,True,8091,Naive1|Naive3,L142131,0
L142448,Acid,3,0.00046232,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive1|Naive3,L142448,3
L142448,Cisplatin,3,0.00046232,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive3,L142448,3
L142448,CoCl2,3,0.00046232,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive3,L142448,3
L142448,Dabrafenib,3,0.00046232,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive3,L142448,3
L142448,Doxorubicin,3,0.00046232,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive3,L142448,3
L142448,Trametinib,3,0.00046232,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive3,L142448,3
L143061,Acid,2,0.00030821,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L143061,0
L143061,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L143061,0
L143061,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L143061,0
L143061,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L143061,0
L143061,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L143061,0
L143061,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L143061,0
L143472,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L143472,2
L143472,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L143472,2
L143472,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L143472,2
L143472,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L143472,2
L143472,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L143472,2
L143472,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L143472,2
L143620,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L143620,2
L143620,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L143620,2
L143620,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L143620,2
L143620,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L143620,2
L143620,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L143620,2
L143620,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L143620,2
L143819,Acid,3,0.00046232,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive1|Naive2,L143819,4
L143819,Cisplatin,3,0.00046232,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2,L143819,4
L143819,CoCl2,3,0.00046232,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2,L143819,4
L143819,Dabrafenib,3,0.00046232,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2,L143819,4
L143819,Doxorubicin,3,0.00046232,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2,L143819,4
L143819,Trametinib,3,0.00046232,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2,L143819,4
L144044,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2,L144044,0
L144044,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L144044,0
L144044,CoCl2,1,0.00015411,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive2,L144044,0
L144044,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L144044,0
L144044,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2,L144044,0
L144044,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L144044,0
L144132,Acid,6,0.00092464,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2|Naive3,L144132,3
L144132,Cisplatin,6,0.00092464,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2|Naive3,L144132,3
L144132,CoCl2,6,0.00092464,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2|Naive3,L144132,3
L144132,Dabrafenib,6,0.00092464,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2|Naive3,L144132,3
L144132,Doxorubicin,6,0.00092464,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive2|Naive3,L144132,3
L144132,Trametinib,6,0.00092464,1,0.00012359,161,0.11491792,114,True,observed_nonzero,True,8091,Naive2|Naive3,L144132,3
L144495,Acid,4,0.00061643,2,0.00027601,380,0.27123483,107,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L144495,4
L144495,Cisplatin,4,0.00061643,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L144495,4
L144495,CoCl2,4,0.00061643,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L144495,4
L144495,Dabrafenib,4,0.00061643,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L144495,4
L144495,Doxorubicin,4,0.00061643,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L144495,4
L144495,Trametinib,4,0.00061643,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L144495,4
L144579,Acid,1,0.00015411,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive3,L144579,0
L144579,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L144579,0
L144579,CoCl2,1,0.00015411,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive3,L144579,0
L144579,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L144579,0
L144579,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L144579,0
L144579,Trametinib,1,0.00015411,1,0.00012359,161,0.11491792,114,True,observed_nonzero,True,8091,Naive3,L144579,0
L145010,Acid,5,0.00077053,5,0.00069004,232,0.165596,35,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L145010,0
L145010,Cisplatin,5,0.00077053,2,0.00029347,60,0.04282655,50,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L145010,0
L145010,CoCl2,5,0.00077053,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L145010,0
L145010,Dabrafenib,5,0.00077053,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L145010,0
L145010,Doxorubicin,5,0.00077053,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L145010,0
L145010,Trametinib,5,0.00077053,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L145010,0
L145073,Acid,20,0.00308214,50,0.00690036,22,0.01570307,1,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L145073,1
L145073,Cisplatin,20,0.00308214,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L145073,1
L145073,CoCl2,20,0.00308214,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L145073,1
L145073,Dabrafenib,20,0.00308214,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L145073,1
L145073,Doxorubicin,20,0.00308214,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L145073,1
L145073,Trametinib,20,0.00308214,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L145073,1
L145077,Acid,3,0.00046232,2,0.00027601,380,0.27123483,107,True,observed_nonzero,True,7246,Naive1|Naive3,L145077,0
L145077,Cisplatin,3,0.00046232,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive3,L145077,0
L145077,CoCl2,3,0.00046232,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive3,L145077,0
L145077,Dabrafenib,3,0.00046232,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive3,L145077,0
L145077,Doxorubicin,3,0.00046232,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive3,L145077,0
L145077,Trametinib,3,0.00046232,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive3,L145077,0
L145263,Acid,27,0.00416089,9,0.00124206,156,0.11134904,17,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L145263,4
L145263,Cisplatin,27,0.00416089,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L145263,4
L145263,CoCl2,27,0.00416089,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L145263,4
L145263,Dabrafenib,27,0.00416089,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L145263,4
L145263,Doxorubicin,27,0.00416089,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L145263,4
L145263,Trametinib,27,0.00416089,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L145263,4
L145281,Acid,2,0.00030821,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive2|Naive3,L145281,4
L145281,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2|Naive3,L145281,4
L145281,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2|Naive3,L145281,4
L145281,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2|Naive3,L145281,4
L145281,Doxorubicin,2,0.00030821,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive2|Naive3,L145281,4
L145281,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2|Naive3,L145281,4
L145460,Acid,1,0.00015411,2,0.00027601,380,0.27123483,107,True,observed_nonzero,True,7246,Naive3,L145460,2
L145460,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L145460,2
L145460,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L145460,2
L145460,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L145460,2
L145460,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L145460,2
L145460,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L145460,2
L146674,Acid,6,0.00092464,5,0.00069004,232,0.165596,35,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L146674,3
L146674,Cisplatin,6,0.00092464,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L146674,3
L146674,CoCl2,6,0.00092464,2,0.00038956,110,0.07851535,69,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L146674,3
L146674,Dabrafenib,6,0.00092464,5,0.00081116,91,0.0649536,9,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L146674,3
L146674,Doxorubicin,6,0.00092464,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L146674,3
L146674,Trametinib,6,0.00092464,9,0.00111235,57,0.04068522,7,True,observed_nonzero,True,8091,Naive1|Naive2|Naive3,L146674,3
L146976,Acid,5,0.00077053,2,0.00027601,380,0.27123483,107,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L146976,2
L146976,Cisplatin,5,0.00077053,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L146976,2
L146976,CoCl2,5,0.00077053,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L146976,2
L146976,Dabrafenib,5,0.00077053,8,0.00129786,69,0.04925054,3,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L146976,2
L146976,Doxorubicin,5,0.00077053,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L146976,2
L146976,Trametinib,5,0.00077053,1,0.00012359,161,0.11491792,114,True,observed_nonzero,True,8091,Naive1|Naive2|Naive3,L146976,2
L147347,Acid,18,0.00277393,8,0.00110406,173,0.12348323,19,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L147347,1
L147347,Cisplatin,18,0.00277393,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L147347,1
L147347,CoCl2,18,0.00277393,17,0.00331126,8,0.00571021,2,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L147347,1
L147347,Dabrafenib,18,0.00277393,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L147347,1
L147347,Doxorubicin,18,0.00277393,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L147347,1
L147347,Trametinib,18,0.00277393,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L147347,1
L148401,Acid,3,0.00046232,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1|Naive2|Naive3,L148401,4
L148401,Cisplatin,3,0.00046232,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L148401,4
L148401,CoCl2,3,0.00046232,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L148401,4
L148401,Dabrafenib,3,0.00046232,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L148401,4
L148401,Doxorubicin,3,0.00046232,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L148401,4
L148401,Trametinib,3,0.00046232,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L148401,4
L148876,Acid,4,0.00061643,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1|Naive2|Naive3,L148876,2
L148876,Cisplatin,4,0.00061643,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L148876,2
L148876,CoCl2,4,0.00061643,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L148876,2
L148876,Dabrafenib,4,0.00061643,122,0.01979234,10,0.00713776,1,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L148876,2
L148876,Doxorubicin,4,0.00061643,3,0.00105932,96,0.06852248,39,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L148876,2
L148876,Trametinib,4,0.00061643,191,0.02360648,6,0.00428266,1,True,observed_nonzero,True,8091,Naive1|Naive2|Naive3,L148876,2
L149284,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L149284,4
L149284,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L149284,4
L149284,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L149284,4
L149284,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L149284,4
L149284,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L149284,4
L149284,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L149284,4
L149354,Acid,8,0.00123286,5,0.00069004,232,0.165596,35,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L149354,1
L149354,Cisplatin,8,0.00123286,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L149354,1
L149354,CoCl2,8,0.00123286,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L149354,1
L149354,Dabrafenib,8,0.00123286,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L149354,1
L149354,Doxorubicin,8,0.00123286,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L149354,1
L149354,Trametinib,8,0.00123286,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L149354,1
L149376,Acid,6,0.00092464,2,0.00027601,380,0.27123483,107,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L149376,0
L149376,Cisplatin,6,0.00092464,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L149376,0
L149376,CoCl2,6,0.00092464,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L149376,0
L149376,Dabrafenib,6,0.00092464,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L149376,0
L149376,Doxorubicin,6,0.00092464,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L149376,0
L149376,Trametinib,6,0.00092464,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L149376,0
L14939,Acid,2,0.00030821,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L14939,1
L14939,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L14939,1
L14939,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L14939,1
L14939,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L14939,1
L14939,Doxorubicin,2,0.00030821,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive3,L14939,1
L14939,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L14939,1
L149612,Acid,18,0.00277393,14,0.0019321,103,0.07351892,12,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L149612,4
L149612,Cisplatin,18,0.00277393,2,0.00029347,60,0.04282655,50,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L149612,4
L149612,CoCl2,18,0.00277393,3,0.00058434,80,0.05710207,30,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L149612,4
L149612,Dabrafenib,18,0.00277393,2,0.00032446,135,0.09635974,47,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L149612,4
L149612,Doxorubicin,18,0.00277393,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L149612,4
L149612,Trametinib,18,0.00277393,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L149612,4
L150059,Acid,2,0.00030821,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1|Naive2,L150059,2
L150059,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2,L150059,2
L150059,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2,L150059,2
L150059,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2,L150059,2
L150059,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2,L150059,2
L150059,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2,L150059,2
L15037,Acid,1,0.00015411,3,0.00041402,318,0.22698073,62,True,observed_nonzero,True,7246,Naive3,L15037,4
L15037,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L15037,4
L15037,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L15037,4
L15037,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L15037,4
L15037,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L15037,4
L15037,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L15037,4
L150552,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L150552,1
L150552,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L150552,1
L150552,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L150552,1
L150552,Dabrafenib,1,0.00015411,1,0.00016223,182,0.12990721,140,True,observed_nonzero,True,6164,Naive3,L150552,1
L150552,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L150552,1
L150552,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L150552,1
L150587,Acid,2,0.00030821,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1|Naive2,L150587,3
L150587,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2,L150587,3
L150587,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2,L150587,3
L150587,Dabrafenib,2,0.00030821,1,0.00016223,182,0.12990721,140,True,observed_nonzero,True,6164,Naive1|Naive2,L150587,3
L150587,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2,L150587,3
L150587,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2,L150587,3
L150868,Acid,4,0.00061643,9,0.00124206,156,0.11134904,17,True,observed_nonzero,True,7246,Naive1|Naive3,L150868,3
L150868,Cisplatin,4,0.00061643,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive3,L150868,3
L150868,CoCl2,4,0.00061643,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1|Naive3,L150868,3
L150868,Dabrafenib,4,0.00061643,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive3,L150868,3
L150868,Doxorubicin,4,0.00061643,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive3,L150868,3
L150868,Trametinib,4,0.00061643,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive3,L150868,3
L151380,Acid,10,0.00154107,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L151380,4
L151380,Cisplatin,10,0.00154107,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L151380,4
L151380,CoCl2,10,0.00154107,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L151380,4
L151380,Dabrafenib,10,0.00154107,1,0.00016223,182,0.12990721,140,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L151380,4
L151380,Doxorubicin,10,0.00154107,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L151380,4
L151380,Trametinib,10,0.00154107,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L151380,4
L151909,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2,L151909,1
L151909,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L151909,1
L151909,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L151909,1
L151909,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L151909,1
L151909,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2,L151909,1
L151909,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L151909,1
L151921,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L151921,2
L151921,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L151921,2
L151921,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L151921,2
L151921,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L151921,2
L151921,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L151921,2
L151921,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L151921,2
L152330,Acid,4,0.00061643,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1,L152330,3
L152330,Cisplatin,4,0.00061643,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1,L152330,3
L152330,CoCl2,4,0.00061643,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1,L152330,3
L152330,Dabrafenib,4,0.00061643,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1,L152330,3
L152330,Doxorubicin,4,0.00061643,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1,L152330,3
L152330,Trametinib,4,0.00061643,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1,L152330,3
L152456,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L152456,4
