clone_id,treatment,n_naive_cells,naive_pooled_fraction,n_post_cells,post_fraction,post_rank,post_rank_fraction,post_tie_size,detected_post,outcome_observation_status,treatment_sample_available,treatment_total_assigned_cells,naive_source_samples,outer_group,outer_fold
L82077,Acid,4,0.00061643,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L82077,4
L82077,Cisplatin,4,0.00061643,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L82077,4
L82077,CoCl2,4,0.00061643,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L82077,4
L82077,Dabrafenib,4,0.00061643,1,0.00016223,182,0.12990721,140,True,observed_nonzero,True,6164,Naive3,L82077,4
L82077,Doxorubicin,4,0.00061643,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L82077,4
L82077,Trametinib,4,0.00061643,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L82077,4
L82689,Acid,1,0.00015411,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive1,L82689,4
L82689,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1,L82689,4
L82689,CoCl2,1,0.00015411,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1,L82689,4
L82689,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1,L82689,4
L82689,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1,L82689,4
L82689,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1,L82689,4
L82788,Acid,3,0.00046232,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1,L82788,3
L82788,Cisplatin,3,0.00046232,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1,L82788,3
L82788,CoCl2,3,0.00046232,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1,L82788,3
L82788,Dabrafenib,3,0.00046232,4,0.00064893,100,0.07137759,13,True,observed_nonzero,True,6164,Naive1,L82788,3
L82788,Doxorubicin,3,0.00046232,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive1,L82788,3
L82788,Trametinib,3,0.00046232,2,0.00024719,124,0.08850821,37,True,observed_nonzero,True,8091,Naive1,L82788,3
L82823,Acid,10,0.00154107,4,0.00055203,267,0.19057816,51,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L82823,1
L82823,Cisplatin,10,0.00154107,3,0.00044021,37,0.02640971,23,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L82823,1
L82823,CoCl2,10,0.00154107,6,0.00116868,36,0.02569593,11,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L82823,1
L82823,Dabrafenib,10,0.00154107,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L82823,1
L82823,Doxorubicin,10,0.00154107,7,0.00247175,41,0.02926481,9,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L82823,1
L82823,Trametinib,10,0.00154107,1,0.00012359,161,0.11491792,114,True,observed_nonzero,True,8091,Naive1|Naive2|Naive3,L82823,1
L82908,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2,L82908,3
L82908,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L82908,3
L82908,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L82908,3
L82908,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L82908,3
L82908,Doxorubicin,1,0.00015411,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive2,L82908,3
L82908,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L82908,3
L82979,Acid,45,0.00693481,257,0.03546784,3,0.00214133,1,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L82979,2
L82979,Cisplatin,45,0.00693481,9,0.00132062,11,0.00785153,2,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L82979,2
L82979,CoCl2,45,0.00693481,20,0.0038956,6,0.00428266,1,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L82979,2
L82979,Dabrafenib,45,0.00693481,1,0.00016223,182,0.12990721,140,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L82979,2
L82979,Doxorubicin,45,0.00693481,22,0.00776836,8,0.00571021,1,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L82979,2
L82979,Trametinib,45,0.00693481,5,0.00061797,85,0.06067095,6,True,observed_nonzero,True,8091,Naive1|Naive2|Naive3,L82979,2
L83489,Acid,3,0.00046232,2,0.00027601,380,0.27123483,107,True,observed_nonzero,True,7246,Naive2|Naive3,L83489,4
L83489,Cisplatin,3,0.00046232,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2|Naive3,L83489,4
L83489,CoCl2,3,0.00046232,6,0.00116868,36,0.02569593,11,True,observed_nonzero,True,5134,Naive2|Naive3,L83489,4
L83489,Dabrafenib,3,0.00046232,10,0.00162232,56,0.03997145,6,True,observed_nonzero,True,6164,Naive2|Naive3,L83489,4
L83489,Doxorubicin,3,0.00046232,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive2|Naive3,L83489,4
L83489,Trametinib,3,0.00046232,2,0.00024719,124,0.08850821,37,True,observed_nonzero,True,8091,Naive2|Naive3,L83489,4
L83701,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L83701,2
L83701,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L83701,2
L83701,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L83701,2
L83701,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L83701,2
L83701,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L83701,2
L83701,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L83701,2
L8380,Acid,2,0.00030821,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive3,L8380,0
L8380,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L8380,0
L8380,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L8380,0
L8380,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L8380,0
L8380,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L8380,0
L8380,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L8380,0
L8387,Acid,27,0.00416089,19,0.00262214,78,0.05567452,8,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L8387,0
L8387,Cisplatin,27,0.00416089,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L8387,0
L8387,CoCl2,27,0.00416089,11,0.00214258,16,0.01142041,3,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L8387,0
L8387,Dabrafenib,27,0.00416089,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L8387,0
L8387,Doxorubicin,27,0.00416089,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L8387,0
L8387,Trametinib,27,0.00416089,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L8387,0
L84010,Acid,23,0.00354446,9,0.00124206,156,0.11134904,17,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L84010,3
L84010,Cisplatin,23,0.00354446,3,0.00044021,37,0.02640971,23,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L84010,3
L84010,CoCl2,23,0.00354446,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L84010,3
L84010,Dabrafenib,23,0.00354446,13,0.00210902,46,0.03283369,2,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L84010,3
L84010,Doxorubicin,23,0.00354446,5,0.00176554,59,0.04211278,11,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L84010,3
L84010,Trametinib,23,0.00354446,11,0.00135954,46,0.03283369,4,True,observed_nonzero,True,8091,Naive1|Naive2|Naive3,L84010,3
L84024,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1,L84024,0
L84024,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1,L84024,0
L84024,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1,L84024,0
L84024,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1,L84024,0
L84024,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1,L84024,0
L84024,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1,L84024,0
